model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price
Dell Latitude 7420 Laptop,Dell,11th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,57,112500
HP ProBook 445 G7 Laptop,HP,AMD Ryzen 5 4500U,8,512,0,Windows,AMD RADEON,14.0,1920 x 1080,6,6,68,49999
Lenovo V15 82C3002VGE Laptop,Lenovo,Celeron N4020,4,256,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,2,51,23999
Dell Vostro 3425 D552267WIN9S Laptop,Dell,AMD Ryzen 5 5625U,16,512,0,Windows,AMD RADEON,14.0,1920 x 1080,6,12,63,60990
Dell G15-5525 Gaming Laptop,Dell,Ryzen 9-6900HX,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,76,147100
Dell G15-5525 D560894WIN9S Gaming Laptop,Dell,Ryzen 7 6800H,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,78,128200
Dell G15-5525 D560898WIN9S Gaming Laptop,Dell,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3070 TI,15.6,1920 x 1080,8,16,76,159200
Dell G15-5521 D560899WIN9S Gaming Laptop,Dell,12th Gen Core i9,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,15.6,2560 x 1440,14,20,72,181799
Dell Inspiron 7620 Laptop,Dell,12th Gen Core i7,16,512,0,Windows,2 GBNVIDIA MX550,14.5,2560 x 1440,12,16,62,126990
Acer Aspire 5 A515-57 Gaming Laptop,Acer,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED,15.6,1920 x 1080,6,8,54,47990
Acer Aspire 3 A315-58 NX.ADDSI.011 Laptop,Acer,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,51,37990
Lenovo IdeaPad Slim 5 82SE005SIN Laptop,Lenovo,AMD Ryzen 5 5625U,16,512,0,Windows,AMD RADEON,15.6,1920 x 1080,6,12,65,59990
Asus TUF Gaming A15 FA506IHRZ-HN112W Laptop,Asus,AMD Ryzen 5 4600H,8,1000,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,68,65990
Asus Vivobook 14 OLED X1405ZA-KM511WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,10,12,61,69990
Lenovo ThinkPad X1 Carbon 21CB002JIG Laptop,Lenovo,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,14.0,1920 x 1200,10,12,59,211990
Asus Vivobook 14 OLED X1405ZA-KM311WS Laptop,Asus,12th Gen Core i3,8,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,6,8,56,51990
Dell Alienware M15 R6 Gaming Laptop,Dell,11th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,79,200000
Lenovo IdeaPad Gaming 3 82K101E1IN Laptop,Lenovo,11th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,4,8,62,54950
Asus Vivobook 15 OLED X1505ZA-L1311WS Laptop,Asus,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,6,8,56,50500
Asus ROG Strix G17 2022 G713RS-LL023WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,2560 x 1440,8,16,78,210990
Lenovo V15 82C500XHIH Laptop,Lenovo,10th Gen Core i5,8,512,0,Windows,INTEL UHD,15.6,1920 x 1080,4,8,53,47115
Lenovo IdeaPad 3 15IAU7 82RK0090IN Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,2880 x 1800,10,12,60,63590
Lenovo Thinkpad L14 20X1CTO Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,67,79500
AGB Octev VR-1818 Gaming Laptop,AGB,11th Gen Core i7,32,1000,0,Windows,2 GBNVIDIA MX450,15.6,1920 x 1080,4,8,66,70000
Infinix INBook X2 Plus XL25 Laptop,Infinix,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,47,38990
Dell XPS 13 Plus Laptop,Dell,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,13.4,3840 x 2400,12,16,74,195190
Lenovo IdeaPad Slim 3 82RJ005CIN Laptop,Lenovo,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,59,59990
Asus E410KA-BV002W Laptop,Asus,Celeron N4500,4,256,0,Windows,INTEL UHD,14.0,1920 x 1080,2,2,45,24485
MSI Creator Pro Z17 A12UMST-237IN Gaming Laptop,MSI,12th Gen Core i7,32,1000,0,Windows,16 GB NVIDIA RTX A5500,16.0,2560 x 1600,14,20,94,444990
Lenovo IdeaPad Flex 5 82R90068IN Laptop,Lenovo,AMD Ryzen 7 5700U,16,512,0,Windows,AMD RADEON,14.0,1920 x 1200,8,16,75,78990
Dell XPS 9315 Laptop,Dell,12th Gen Core i5,16,512,0,Windows,IRIS XE,13.4,1920 x 1080,10,12,50,133500
Asus Vivobook S15 OLED S3502ZA-L701WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,14,20,73,87500
Acer Aspire 3 UN.HVTSI.012 Laptop,Acer,AMD Ryzen 3 3250U,8,256,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,2,4,54,29990
MSI Creator Z16P B12UKST-209IN Gaming Laptop,MSI,12th Gen Core i9,64,2000,0,Windows,12 GBNVIDIA RTX A3000,17.3,2560 x 1600,14,20,91,395000
Lenovo Yoga 6 82UD0069IN Laptop,Lenovo,Ryzen 5 5500U,16,512,0,Windows,AMD RADEON,13.3,1920 x 1080,6,12,69,78990
HP 14s-fq0567AU Laptop,HP,AMD Ryzen 3 3250U,8,256,0,Windows,AMD RADEON AMD,14.0,1920 x 1080,2,4,47,36990
MSI Creator Pro M16 A12UJS-601IN Gaming Laptop,MSI,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX A2000,16.0,2560 x 1600,14,20,91,196990
HP Omen 17-ck1023TX Gaming Laptop,HP,12th Gen Core i9,32,2000,0,Windows,16 GB NVIDIA 3080TI,16.1,2560 x 1440,16,24,85,299999
HP Omen 16-n0051AX Gaming Laptop,HP,AMD Ryzen 9 6900HX,32,1000,0,Windows,8 GB AMD RADEON RX 6650M,16.1,1920 x 1080,8,16,81,154990
Lenovo ThinkPad E14 21E3S04X00 Laptop,Lenovo,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,66,75000
HP Omen 16-k0370TX Gaming Laptop,HP,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA 3070TI,16.1,1920 x 1080,14,20,85,180880
HP Omen 16-k0360TX Laptop,HP,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.1,1920 x 1080,14,20,82,144480
Lenovo Thinkbook 15 21DJA04LIH Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,IRIS XE,15.6,1920 x 1080,10,12,60,61990
Lenovo IdeaPad Gaming 3 82S900HNIN Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,12,73,80990
HP Omen 16-n0054AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.1,1920 x 1080,8,16,74,139680
Lenovo Ideapad Flex 5 82R70068IN Laptop,Lenovo,12th Gen Core i5,8,512,0,Windows,INTEL UHD,14.0,1920 x 1200,10,12,62,75990
HP Victus 15-fb0082AX Gaming Laptop,HP,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,72,71990
Dell XPS 9315 Laptop,Dell,12th Gen Core i7,16,512,0,Windows,IRIS XE,13.4,1920 x 1080,10,12,51,132470
HP Omen 16-n0049AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050TI,16.0,1920 x 1080,8,16,66,107690
HP Omen 16-n0050AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,16.0,1920 x 1080,8,16,66,99800
Lenovo V14 Gen 2 ITL 82KAA001IH Laptop,Lenovo,11th Gen Core i5,8,0,1000,DOS,INTEL INTEGRATED,14.0,1920 x 1080,4,8,53,49999
Lenovo V15 82C30057IH Laptop,Lenovo,Intel Celeron N4020,4,0,1000,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,2,48,29999
Lenovo IdeaPad Gaming 3 82K201V2IN Laptop,Lenovo,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,74,76990
Lenovo ThinkPad E14 21E3S04W00 Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,57,74490
Lenovo Thinkpad E14 Gen 21E3S05800 Laptop,Lenovo,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,66,102490
Lenovo Yoga 9 82LU008TIN Laptop,Lenovo,12th Ge Core i7,16,1000,0,Windows,INTEL IRIS XE,14.0,3840 x 2160,14,20,69,179990
Dell Vostro 3510 2022 Laptop,Dell,11th Gen Core i3,16,256,1000,Windows,INTEL UHD,15.6,1920 x 1080,2,4,56,49850
Acer One 14 Z2-493 Business Laptop,Acer,AMD Ryzen 5 3500U,16,512,0,Windows,AMD RADEON RADEON,14.0,1366 x 768,4,8,59,39990
Fujitsu UH-X 4ZR1K06212 Laptop,Fujitsu,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,10,12,68,99990
HP Envy x360 13-bf0062TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,13.3,2880 x 1800,10,12,68,104990
Gigabyte G5 RC45MD Laptop,Gigabyte,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,6,12,71,76600
Gigabyte G5 RC45GD Laptop,Gigabyte,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,71,73990
Gigabyte G5 RC45KD Laptop,Gigabyte,11th Gen Core i5,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,6,12,72,87800
MSI Katana GF66 11UE-249IN Gaming Laptop,MSI,11th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,74,115990
Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,12,74,89990
Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,4,8,68,69500
Dell Latitude 3520 Laptop,Dell,11th Gen Core i3,8,256,0,Ubuntu,INTEL UHD,15.6,1366 x 768,2,4,42,38700
Honor MagicBook X15 BohrBR-WAH9F Laptop,Honor,10th Gen Core i5,8,256,0,Windows,INTEL UHD,15.6,1920 x 1080,4,8,57,67318
Dell Vostro 3510 2022 Laptop,Dell,11th Gen Core i3,8,512,0,Windows,INTEL UHD,15.6,1920 x 1080,2,4,51,46300
HP ProBook 450 G8 4Y7G3PA Laptop,HP,11th Gen Core i3,8,256,0,Windows,INTEL UHD,15.6,1366 x 768,2,4,61,48500
Dell Vostro 3510 2022 Laptop,Dell,11th Gen Core i3,16,512,1000,Windows,INTEL UHD,15.6,1920 x 1080,2,4,57,53100
Lenovo ThinkBook 14 20VDA0QTIH Laptop,Lenovo,11th Gen Core i5,8,512,0,DOS,INTEL UHD,14.0,1920 x 1080,4,8,55,60100
Dell Vostro 3510 2022 Laptop,Dell,11th Gen Core i3,16,512,0,Windows,INTEL UHD,15.6,1920 x 1080,2,4,54,49800
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,16,512,0,Ubuntu,INTEL UHD,14.0,1366 x 768,2,4,55,69500
Fujitsu UH-X 4ZR1J37875 Laptop,Fujitsu,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,10,12,68,89990
Dell Latitude 3420 2022 Laptop,Dell,11th Gen Core i5,16,1000,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,68,102999
Fujitsu UH-X 4ZR1J37876 Laptop,Fujitsu,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,10,12,69,99990
Acer TravelMate TMB311-31 Laptop,Acer,Intel Pentium N5030,4,128,0,Windows,UHD 600,11.6,1366 x 768,4,4,49,24990
Lenovo IdeaPad Flex 5 81X10087IN Laptop,Lenovo,10th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,2,4,65,66000
Lenovo ThinkPad E15 20TDS0TA00 Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,4,8,60,71300
HP 250 G8 6X4B3PA Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL UHD,15.6,1366 x 768,2,4,45,36499
Dell Vostro 5320 Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED UMA,13.3,2560 x 1600,12,16,54,78990
HP Elitebook 840 G8 4S1H5PA Laptop,HP,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,65,138800
HP Pavilion x360 14-ek0072TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,10,12,67,71999
Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming Laptop,Acer,12th Gen Core i9,32,2000,0,Windows,NVIDIA RTX 3030,15.6,3840 x 2160,14,20,84,319999
Dell XPS 13 Plus Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.4,3840 x 2400,12,16,69,171000
Acer Nitro 5 AN515-46 Laptop,Acer,AMD Ryzen 5 6600H,16,512,1000,Windows,4 GB NVIDIA RTX 3050,15.6,2560 x 1440,6,12,76,98990
Acer Aspire 3 A315-23 Laptop,Acer,Ryzen 5 3500U,8,512,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,4,8,56,51250
Asus TUF F15 FA507RE-HN043WS 2022 Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,8,16,79,89990
MSI GF63 Thin 10SC-848IN Gaming Laptop,MSI,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,69,60700
Acer Aspire 5 A515-45-R1YC Laptop,Acer,Ryzen 5 5500U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,6,12,59,44990
Lenovo Legion 5 Pro 82RG009AIN Laptop,Lenovo,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,2560 x 1600,8,16,76,159990
HP Omen 16-C0136AX Laptop,HP,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,16.1,1920 x 1080,6,12,72,75299
HP Envy x360 13-bf0058TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS X,13.3,2880 x 1800,10,12,67,103000
HP Omen 17-ck1022TX Gaming Laptop,HP,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070TI,16.1,2560 x 1440,16,24,76,199999
Honor MagicBook 15 WDQ9CHNE Laptop,Honor,AMD Ryzen 5 5500U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,6,12,51,39990
HP Envy x360 16-h0028TX Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS X,13.3,3840 x 2400,10,12,69,143990
HP Envy 16-h0026tx Laptop,HP,12th Gen Core i9,32,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,3840 x 2160,14,20,78,219900
HP Envy 16-h0025tx Laptop,HP,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,3840 x 2160,14,20,76,192490
Lenovo Legion 5 Pro 82RG00EKIN Laptop,Lenovo,AMD Ryzen 7 6800H,32,1000,0,Windows,8 GB NVIDIA RTX 3070,16.0,2560 x 1600,8,16,82,189990
Lenovo Yoga Slim 7 Pro 82SV0053IN Laptop,Lenovo,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,12,16,63,109969
Asus VivoBook 14 X415JA-BV322WS Laptop,Asus,10th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,2,4,57,33990
Lenovo Yoga 6 82UD0068IN 2-in-1 Laptop,Lenovo,Ryzen 7 5700U,16,512,0,Windows,AMD RADEON,13.3,1920 x 1080,8,16,63,80030
HP Chromebook 14a-na1004TU Laptop,HP,Celeron N4500,4,0,64,Chrome,INTEL INTEGRATED UHD,14.0,1366 x 768,2,2,44,21990
Lenovo V14 G2-ITL 82KAA025IH Laptop,Lenovo,11th Gen Core i3,8,0,1000,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,4,57,51500
HP Envy x360 13-bf0063TU Laptop,HP,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS X,13.3,2880 x 1800,10,12,71,109990
Gigabyte Aero 5 XE4 OLED Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,1920 x 1080,14,20,81,185490
Lenovo V14-IIL 82C4019YIH Laptop,Lenovo,10th Gen Core i5,4,256,0,Windows,INTEL INTEGRATED UHD,14.0,1366 x 768,4,8,47,48000
Asus VivoBook 14 2022 X1402ZA-EK521WS Laptop,Asus,12th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,10,12,63,53990
Asus VivoBook 14 2022 X1402ZA-MW512WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,12,16,67,66990
Asus VivoBook 14 2022 X1402ZA-MW311WS Laptop,Asus,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,10,12,63,45990
Lenovo Thinkpad E14 Gen 2 20TBS4K300 Laptop,Lenovo,11th Gen Core i5,8,512,0,DOS,INTEL UHD,14.1,1920 x 1080,4,8,56,71449
Lenovo E41-55 ‎82C700FNGE Laptop,Lenovo,Athlon Pro 3045B,4,0,1000,Windows,AMD RADEON,15.6,1920 x 1080,2,2,42,21999
Dell Latitude 3420 Laptop,Dell,11th Gen Core i5,16,512,1000,Windows,INTEL UHD,14.0,1366 x 768,4,8,65,75800
Acer TravelMate TMP215-53 Laptop,Acer,Pentium Gold 7505,4,0,1000,Windows,INTEL INTEGRATED,15.6,1366 x 768,2,4,53,26990
MSI Creator M16 A11UC-669IN Laptop,MSI,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,16.0,2560 x 1600,8,16,78,115990
Lenovo ThinkPad X1 Yoga 20XYS00R00 Laptop,Lenovo,11th Gen Core i7,16,1000,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,66,248890
Lenovo ThinkPad T14 2021 20W0S03F00 Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,512 MB INTEL INTEGRATED,14.0,1920 x 1080,4,8,66,87000
Huawei MateBook D14 Laptop,Huawei,10th Gen Core i5,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,62,71901
Lenovo IdeaPad Slim 5 82FG01HAIN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,4,8,53,59990
Asus VivoBook 14 2021 X415KA-BV121WS Laptop,Asus,Intel Silver N6000,8,256,0,Windows,INTEL INTEGRATED INTEL UHD,14.1,1366 x 768,4,4,48,28990
Dell Inspiron 3511 Laptop,Dell,11th Gen Core i3,8,512,1000,Windows,INTEL UHD,15.56,1920 x 1080,2,4,57,46499
Lenovo V14 G2-ITL ﻿82KAA05VIH Laptop,Lenovo,11th Gen Core i3,4,256,0,Windows,INTEL INTEGRATED UHD,15.0,1920 x 1080,2,4,50,39000
Huawei MateBook 14 2021‎ WDH9A Laptop,Huawei,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,2160 x 1440,4,8,61,100931
Asus ROG Zephyrus G14 GA402RJZ-L4136WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB AMD RADEON RX 6700S,14.0,1920 x 1080,8,16,82,155000
HP Envy x360 13-bf0078TU Laptop,HP,12th Gen Core i5,8,512,0,Windows,INTEL IRIS X,13.3,1920 x 1080,10,12,65,80990
Asus ROG Flow X16 2022 GV601RM-M5053WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,Windows,6 GB AMD RADEON RADEON 680M,16.0,2560 x 1600,8,16,87,187990
Asus ROG Flow X16 2022 GV601RM-M5039WS Gaming Laptop,Asus,Ryzen 9 6900HS,16,1000,0,Windows,6 GB AMD RADEON RADEON 680M,16.0,2560 x 1600,8,0,84,211990
Lenovo V14 Gen 2 82KAA002IH Laptop,Lenovo,11th Gen Core i5,8,512,0,DOS,INTEL IRIS XE,14.0,1920 x 1080,4,8,51,47199
Avita Pura E NS14A6 Laptop,Avita,10th Gen Core i3,8,256,0,Windows,INTEL UHD 620,14.0,1920 x 1080,2,4,48,29990
Lenovo ThinkBook 13s ITL Gen 2 20V9A036IH Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,INTEL INTEGRATED IRIS XE,13.0,2560 x 1600,4,8,65,85999
Lenovo Thinkpad T15P Gen 2 ‎21A7001LUS Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GTX 1650,14.0,1920 x 1080,8,16,69,219000
Lenovo Ideapad Flex 5 82R700ASIN Laptop,Lenovo,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,6,8,62,59801
Lenovo Ideapad Slim 3i 82H802EYIN Laptop,Lenovo,11th Gen Core i3,8,256,0,Windows,INTEL UHD INTEGRATED,15.6,1920 x 1080,2,4,54,37000
Lenovo IdeaPad Flex 5 82R7006HIN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED UHD XE,14.0,1920 x 1080,4,8,69,74490
Dell Vostro 3400 Laptop AMD,Dell,Ryzen 5 3450U,8,256,0,Windows,AMD RADEON,14.0,1920 x 1080,4,0,56,36990
Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,4,8,62,74517
MSI Katana GF66 12UC-636IN Gaming Laptop,MSI,12th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,12,16,67,70990
MSI Gaming Katana GF76 11UC-848IN Laptop,MSI,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,17.32,1920 x 1080,8,16,69,76990
MSI Gaming Katana GF76 11UD-849IN Laptop,MSI,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,17.32,1920 x 1080,8,16,69,82990
MSI Katana GF66 12UE-1001IN Gaming Laptop,MSI,12th Gen Core i5,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,12,16,71,85990
MSI Gaming Katana GF66 12UE-1002IN Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,78,105990
Acer Swift X SFX14-41G Laptop,Acer,Ryzen 5 5600U,16,512,0,Windows,4 GB NVIDIA RTX 3050,14.0,1920 x 1080,6,12,65,76000
Lenovo V14-IGL ‎82C2S02K00 Laptop,Lenovo,Celeron N4020,4,256,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,2,49,21999
HP 255 G8 6V2R7PA Laptop,HP,AMD Athlon 3050U,4,0,1000,DOS,AMD RADEON,15.6,1366 x 768,2,2,48,24650
Acer Swift X SFX14-41G Laptop,Acer,AMD Ryzen 5 5600U,16,512,0,Windows,4 GB NVIDIA RTX 3050,14.0,1920 x 1080,6,12,66,79521
Asus TUF Gaming F15 FX566HCB-HN231T Gaming Laptop,Asus,11th Gen Core i7,8,1000,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,65,101000
Dell Vostro 3400 Laptop,Dell,11th Gen Core i3,8,0,1000,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,2,4,56,38499
Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,4 GB NVIDIA RTX 3050,13.4,1920 x 1200,8,16,81,151990
AGB Octev GA-9009 Gaming Laptop,AGB,11th Gen Core i7,16,1000,0,Windows,2 GBNVIDIA MX450,15.6,1920 x 1080,4,8,61,65000
Lenovo Thinkbook 14 Gen 2 20VDA0G9IH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,57,83399
Asus ROG Flow X13 GV301RE-LJ156WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,1920 x 1200,8,16,81,171990
Gigabyte Aorus 5 SE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,512,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,14,20,75,144990
HP Victus 15-fb0052AX Gaming Laptop,HP,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,74,78650
Lenovo Ideapad Flex 5 14IAU7 82R7006EIN Laptop,Lenovo,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,6,8,61,60990
Lenovo Thinkpad L13 Gen 2 20VHS07500 Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,66,92999
Lenovo 15ACH6 82JW00P5IN Laptop,Lenovo,Ryzen 5 5600H,16,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1200,6,12,71,69990
Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,4,8,62,63990
Acer Nitro 5 AN515-45 NH.QCLSI.004 Gaming Laptop,Acer,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,67,67990
Gigabyte Aero 5 KE4 OLED Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,79,143990
Asus ROG Strix G17 2022 G713RW-KH110WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,1920 x 1080,8,16,76,205780
MSI Crosshair 15 B12UGZ-1012IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,14,20,81,134990
